custid,gender,총구매액,구매건수,평균구매가격,평균할부개월수,구매브랜드종류,내점일수,수입상품_구매비율,주말방문비율,가을_구매건수,겨울_구매건수,봄_구매건수,여름_구매건수,아침_구매건수,저녁_구매건수,점심_구매건수,주구매코너
43333,1,1079800,12,89983,1.3,12,11,8.3,81.8,3.0,2.0,5.0,2.0,,1.0,11.0,섬유
43341,0,1530800,17,90047,2.2,13,15,5.9,13.3,3.0,6.0,5.0,3.0,2.0,12.0,3.0,화장품
43345,0,426976,9,47442,2.1,6,6,0.0,16.7,,4.0,1.0,4.0,,,9.0,캐릭터캐주얼
43371,0,499257,8,62407,1.5,5,3,25.0,66.7,,,5.0,3.0,,8.0,,일반식품
43384,0,1472034,19,77475,2.4,12,12,5.3,33.3,4.0,8.0,1.0,6.0,3.0,,16.0,유니캐주얼
43385,0,5772714,55,104958,2.2,30,30,41.8,33.3,25.0,12.0,6.0,12.0,11.0,6.0,38.0,일반식품
43393,0,792000,6,132000,2.0,4,3,33.3,0.0,,5.0,1.0,,,,6.0,섬유
43415,0,101000,1,101000,3.0,1,1,0.0,0.0,,1.0,,,1.0,,,화장품
43419,0,1513536,20,75677,2.4,14,10,10.0,20.0,12.0,1.0,2.0,5.0,2.0,10.0,8.0,유아동복
43447,1,2189000,12,182417,3.4,10,4,25.0,50.0,3.0,7.0,2.0,,2.0,,10.0,스포츠
43453,1,4152600,15,276840,2.3,10,12,6.7,33.3,4.0,2.0,4.0,5.0,2.0,2.0,11.0,스포츠
43458,1,6872200,99,69416,1.6,53,55,27.3,41.8,33.0,22.0,20.0,24.0,11.0,28.0,60.0,화장품
43478,1,465000,4,116250,1.5,4,3,25.0,66.7,,,4.0,,1.0,3.0,,화장품
43483,0,2466601,36,68517,1.1,28,16,5.6,37.5,12.0,8.0,6.0,10.0,5.0,2.0,29.0,유아동복
43490,0,1612000,18,89556,2.3,13,12,5.6,50.0,2.0,1.0,5.0,10.0,3.0,2.0,13.0,영캐주얼
43492,1,935050,20,46752,1.9,13,7,10.0,14.3,,5.0,,15.0,5.0,1.0,14.0,일반식품
43507,0,1868707,28,66740,2.1,15,10,17.9,70.0,,7.0,8.0,13.0,2.0,8.0,18.0,일반식품
43521,1,2694200,41,65712,2.2,19,18,24.4,61.1,6.0,7.0,4.0,24.0,1.0,16.0,24.0,화장품
43530,0,5451279,90,60570,1.9,46,39,2.2,53.8,21.0,32.0,9.0,28.0,9.0,16.0,65.0,일반식품
43535,1,16594424,109,152242,3.3,55,36,13.8,38.9,11.0,43.0,12.0,43.0,18.0,16.0,75.0,스포츠
43542,1,358400,9,39822,1.0,5,4,55.6,50.0,,6.0,3.0,,1.0,3.0,5.0,화장품
43548,0,976000,15,65067,2.7,10,8,6.7,25.0,10.0,5.0,,,9.0,,6.0,니트단품
43583,1,1880016,22,85455,1.5,14,17,27.3,23.5,6.0,1.0,8.0,7.0,3.0,6.0,13.0,화장품
43591,1,6037161,111,54389,1.9,53,61,18.9,34.4,27.0,31.0,18.0,35.0,12.0,22.0,77.0,일반식품
43602,0,1524200,12,127017,2.5,6,8,16.7,12.5,2.0,3.0,3.0,4.0,,1.0,11.0,섬유
43603,0,2970723,33,90022,2.3,22,14,21.2,28.6,10.0,4.0,14.0,5.0,4.0,,29.0,화장품
43607,0,1205900,19,63468,2.4,13,15,21.1,66.7,1.0,4.0,10.0,4.0,,5.0,14.0,화장품
43619,0,2328011,22,105819,1.9,11,15,40.9,40.0,6.0,6.0,5.0,5.0,1.0,6.0,15.0,화장품
43626,0,1094600,19,57611,1.9,17,9,5.3,77.8,2.0,2.0,1.0,14.0,1.0,10.0,8.0,정장셔츠
43636,1,4186800,49,85445,2.3,30,34,4.1,41.2,16.0,15.0,10.0,8.0,6.0,11.0,32.0,영캐주얼
43639,0,156600,2,78300,2.0,2,1,50.0,0.0,,2.0,,,,,2.0,영캐주얼
43652,0,593900,6,98983,2.0,6,5,16.7,20.0,,2.0,1.0,3.0,,2.0,4.0,니트단품
43661,1,2261691,66,34268,1.7,30,44,9.1,38.6,25.0,14.0,5.0,22.0,2.0,28.0,36.0,일반식품
43662,1,2205160,27,81673,1.9,15,13,11.1,53.8,3.0,,5.0,19.0,2.0,8.0,17.0,유니캐주얼
43679,0,3825200,25,153008,2.6,15,14,8.0,14.3,6.0,13.0,6.0,,3.0,3.0,19.0,스포츠
43714,0,1482800,11,134800,4.1,7,8,27.3,12.5,5.0,,2.0,4.0,4.0,,7.0,디자이너부띠끄
43737,1,17676908,99,178555,2.7,56,28,17.2,46.4,29.0,13.0,23.0,34.0,24.0,1.0,74.0,스포츠
43749,0,3777660,13,290589,2.5,10,6,30.8,66.7,4.0,5.0,3.0,1.0,3.0,,10.0,화장품
43756,1,9635369,131,73552,2.4,38,67,10.7,16.4,18.0,26.0,49.0,38.0,13.0,38.0,80.0,일반식품
43766,0,505250,6,84208,2.0,5,4,16.7,0.0,,2.0,1.0,3.0,2.0,,4.0,가구
43781,0,23406436,116,201780,2.1,31,51,0.9,66.7,32.0,38.0,18.0,28.0,2.0,32.0,82.0,일반식품
43793,1,5961100,50,119222,1.4,21,26,10.0,42.3,13.0,12.0,8.0,17.0,9.0,,41.0,트래디셔널캐주얼
43800,1,7508599,45,166858,2.5,18,20,24.4,20.0,4.0,13.0,10.0,18.0,,2.0,43.0,일반식품
43812,0,16565608,132,125497,2.3,50,68,10.6,52.9,37.0,24.0,38.0,33.0,18.0,39.0,75.0,일반식품
43817,0,2618900,27,96996,2.3,20,11,14.8,54.5,,3.0,8.0,16.0,1.0,9.0,17.0,스포츠
43827,0,11691144,44,265708,2.0,23,28,2.3,25.0,17.0,5.0,15.0,7.0,32.0,,12.0,스포츠
43831,0,2751900,26,105842,1.7,17,19,19.2,36.8,7.0,12.0,5.0,2.0,2.0,2.0,22.0,엘레강스캐주얼
43834,0,1250000,9,138889,1.0,6,7,33.3,28.6,,3.0,,6.0,1.0,1.0,7.0,화장품
43840,0,2551265,78,32709,1.4,28,47,5.1,27.7,24.0,7.0,24.0,23.0,12.0,18.0,48.0,일반식품
43847,0,9416000,30,313867,1.9,20,21,36.7,38.1,4.0,7.0,3.0,16.0,1.0,8.0,21.0,수입명품
43851,0,16445620,37,444476,3.0,18,17,10.8,41.2,10.0,15.0,7.0,5.0,7.0,7.0,23.0,디자이너부띠끄
43858,0,1041180,19,54799,1.9,14,14,0.0,35.7,4.0,4.0,3.0,8.0,4.0,1.0,14.0,유니캐주얼
43860,1,405400,5,81080,2.2,5,4,40.0,0.0,2.0,1.0,,2.0,,1.0,4.0,유니캐주얼
43861,1,1772400,43,41219,1.6,30,15,9.3,0.0,7.0,11.0,10.0,15.0,10.0,4.0,29.0,스포츠
43871,0,6687700,34,196697,2.4,19,24,5.9,25.0,11.0,13.0,7.0,3.0,6.0,6.0,22.0,트래디셔널캐주얼
43878,1,3765150,29,129833,2.0,18,22,27.6,36.4,4.0,4.0,11.0,10.0,6.0,14.0,9.0,화장품
43910,1,3466000,13,266615,6.4,11,11,23.1,0.0,,8.0,5.0,,3.0,2.0,8.0,스포츠
43927,1,18173288,157,115753,1.3,46,84,19.1,36.9,41.0,28.0,49.0,39.0,18.0,39.0,100.0,일반식품
43930,1,2648222,48,55171,1.6,16,31,6.2,22.6,13.0,9.0,5.0,21.0,2.0,9.0,37.0,일반식품
43940,0,2716188,10,271619,2.0,9,9,10.0,11.1,2.0,3.0,3.0,2.0,,3.0,7.0,가구
43942,1,391400,12,32617,1.5,9,10,8.3,40.0,4.0,5.0,2.0,1.0,1.0,6.0,5.0,유니캐주얼
43944,0,2144779,33,64993,2.0,17,18,6.1,27.8,,15.0,18.0,,4.0,11.0,18.0,일반식품
43967,1,6306319,82,76906,1.7,40,33,9.8,42.4,25.0,15.0,19.0,23.0,10.0,11.0,61.0,일반식품
43974,0,6722423,97,69303,2.0,33,58,12.4,43.1,24.0,26.0,20.0,27.0,26.0,34.0,37.0,일반식품
43983,0,382000,5,76400,1.4,5,4,40.0,25.0,2.0,,1.0,2.0,2.0,3.0,,장신구
43999,0,3788175,91,41628,1.3,19,59,6.6,32.2,14.0,16.0,33.0,28.0,8.0,11.0,72.0,일반식품
44000,0,5089154,49,103860,2.0,34,31,18.4,29.0,16.0,7.0,6.0,20.0,6.0,11.0,32.0,유니캐주얼
44018,0,20253280,49,413332,2.9,16,19,67.3,36.8,20.0,6.0,14.0,9.0,5.0,,44.0,수입명품
44023,0,513000,5,102600,2.2,4,4,20.0,0.0,1.0,1.0,2.0,1.0,,,5.0,피혁A
44031,0,11140308,271,41108,1.3,55,115,4.8,25.2,74.0,79.0,53.0,65.0,15.0,90.0,166.0,일반식품
44063,0,3201984,64,50031,1.6,24,26,4.7,38.5,9.0,10.0,23.0,22.0,4.0,5.0,55.0,일반식품
44064,0,1409263,19,74172,1.1,10,10,0.0,20.0,2.0,,,17.0,,6.0,13.0,니트단품
44072,0,2438295,43,56705,1.0,14,25,2.3,40.0,15.0,6.0,1.0,21.0,3.0,16.0,24.0,일반식품
44078,0,1050357,11,95487,2.3,9,8,0.0,37.5,3.0,3.0,2.0,3.0,,,11.0,유니캐주얼
44094,1,2920690,19,153721,2.8,11,8,10.5,25.0,,4.0,3.0,12.0,,1.0,18.0,디자이너부띠끄
44102,0,1552000,9,172444,2.8,5,4,66.7,0.0,3.0,3.0,2.0,1.0,,,9.0,화장품
44106,1,4473253,42,106506,2.5,27,29,11.9,75.9,11.0,13.0,12.0,6.0,3.0,12.0,27.0,일반식품
44130,1,5206605,39,133503,2.2,24,27,0.0,44.4,7.0,14.0,4.0,14.0,4.0,11.0,24.0,캐릭터캐주얼
44176,0,534800,5,106960,3.4,4,1,40.0,0.0,5.0,,,,,,5.0,화장품
44203,0,5277000,10,527700,2.2,10,4,10.0,25.0,9.0,,1.0,,2.0,4.0,4.0,화장품
44212,0,3116223,22,141646,2.3,10,11,13.6,27.3,7.0,5.0,2.0,8.0,,2.0,20.0,일반식품
44225,1,2343900,22,106541,2.3,15,10,54.5,20.0,15.0,,,7.0,1.0,2.0,19.0,수입명품
44249,1,11414698,61,187126,2.7,35,27,18.0,33.3,12.0,12.0,16.0,21.0,6.0,14.0,41.0,디자이너부띠끄
44276,1,2937020,24,122376,2.4,18,15,25.0,33.3,7.0,2.0,3.0,12.0,3.0,3.0,18.0,화장품
44286,0,3808800,29,131338,1.8,21,11,31.0,54.5,7.0,10.0,6.0,6.0,6.0,3.0,20.0,화장품
44288,1,5922221,77,76912,1.8,36,39,7.8,20.5,21.0,18.0,13.0,25.0,9.0,14.0,54.0,일반식품
44294,0,524600,3,174867,3.0,3,3,33.3,33.3,2.0,1.0,,,,1.0,2.0,스포츠
44295,1,213000,6,35500,1.3,5,4,33.3,25.0,,,1.0,5.0,5.0,,1.0,스포츠
44297,1,949848,14,67846,1.4,12,9,0.0,11.1,1.0,7.0,2.0,4.0,,2.0,12.0,일반식품
44312,0,701500,12,58458,1.8,10,7,0.0,14.3,3.0,2.0,5.0,2.0,1.0,2.0,9.0,피혁A
44322,1,1521218,39,39006,1.8,21,19,23.1,57.9,12.0,2.0,13.0,12.0,7.0,15.0,17.0,일반식품
44331,0,29428500,72,408729,2.7,41,17,18.1,88.2,16.0,17.0,23.0,16.0,7.0,13.0,52.0,수입명품
44332,1,2094400,18,116356,1.7,13,12,33.3,33.3,1.0,,11.0,6.0,,4.0,14.0,화장품
44338,0,1596181,15,106412,2.6,14,10,40.0,50.0,7.0,3.0,2.0,3.0,5.0,2.0,8.0,화장품
44353,1,4225617,52,81262,2.4,21,29,15.4,13.8,18.0,12.0,11.0,11.0,7.0,9.0,36.0,정장셔츠
44357,1,3853400,13,296415,1.3,13,4,7.7,50.0,1.0,10.0,,2.0,9.0,,4.0,스포츠
44359,1,1588000,6,264667,1.3,4,5,66.7,40.0,,2.0,4.0,,,2.0,4.0,스포츠
44367,1,1186000,17,69765,1.8,12,5,17.6,60.0,3.0,11.0,,3.0,,7.0,10.0,화장품
44379,1,25341230,59,429512,2.1,22,27,45.8,22.2,20.0,12.0,7.0,20.0,41.0,3.0,15.0,수입명품
44383,0,1242100,10,124210,2.4,9,7,30.0,14.3,1.0,2.0,5.0,2.0,4.0,,6.0,니트단품
44384,0,38685340,88,439606,2.5,51,48,38.6,35.4,23.0,19.0,23.0,23.0,3.0,20.0,65.0,스포츠
44389,1,2008560,16,125535,2.5,13,7,6.2,57.1,2.0,5.0,1.0,8.0,5.0,8.0,3.0,정장셔츠
44434,1,40396730,180,224426,1.8,93,59,16.1,32.2,34.0,35.0,67.0,44.0,6.0,38.0,136.0,스포츠
44439,0,257000,3,85667,1.0,1,2,0.0,50.0,,,3.0,,,1.0,2.0,화장품
44442,1,14609726,113,129290,2.0,31,57,13.3,28.1,18.0,39.0,38.0,18.0,33.0,6.0,74.0,일반식품
44449,1,3043026,13,234079,1.2,10,9,7.7,22.2,5.0,6.0,2.0,,1.0,7.0,5.0,캐릭터캐주얼
44462,0,1611000,28,57536,2.9,12,16,75.0,25.0,10.0,,5.0,13.0,4.0,2.0,22.0,수입명품
44464,1,2140060,14,152861,1.4,8,9,21.4,0.0,3.0,1.0,6.0,4.0,7.0,1.0,6.0,화장품
44473,0,5314600,19,279716,2.9,13,16,26.3,31.2,1.0,8.0,5.0,5.0,3.0,1.0,15.0,디자이너부띠끄
44482,0,693000,5,138600,1.8,5,5,20.0,60.0,1.0,,,4.0,,2.0,3.0,피혁A
44496,0,5132112,32,160378,5.6,22,18,15.6,55.6,6.0,11.0,9.0,6.0,2.0,4.0,26.0,스포츠
44501,0,1530520,13,117732,2.4,8,9,38.5,11.1,,4.0,5.0,4.0,3.0,,10.0,화장품
44506,1,2888688,222,13012,1.1,15,140,0.5,27.1,49.0,50.0,63.0,60.0,172.0,17.0,33.0,일반식품
44519,1,7748352,70,110691,2.1,38,40,11.4,20.0,11.0,20.0,12.0,27.0,15.0,2.0,53.0,일반식품
44539,1,6874041,59,116509,1.9,35,33,8.5,30.3,15.0,23.0,12.0,9.0,10.0,11.0,38.0,일반식품
44541,1,4347860,49,88732,2.3,23,16,16.3,25.0,6.0,1.0,15.0,27.0,6.0,,43.0,스포츠
44552,0,2039200,20,101960,1.7,15,18,5.0,44.4,6.0,3.0,3.0,8.0,2.0,1.0,17.0,섬유
44567,0,977020,9,108558,1.9,7,3,11.1,66.7,,,2.0,7.0,1.0,,8.0,일반식품
44569,1,62000,1,62000,3.0,1,1,0.0,100.0,,1.0,,,,1.0,,화장품
44584,0,5458954,106,51500,2.0,48,40,0.9,50.0,9.0,19.0,47.0,31.0,11.0,25.0,70.0,유아동복
44594,0,558324,24,23264,1.2,7,15,4.2,13.3,9.0,4.0,3.0,8.0,2.0,12.0,10.0,일반식품
44621,1,8310363,132,62957,1.4,39,80,10.6,28.7,27.0,31.0,40.0,34.0,20.0,10.0,102.0,일반식품
44636,0,614500,22,27932,1.0,9,12,45.5,33.3,5.0,12.0,1.0,4.0,,5.0,17.0,화장품
44637,1,1103755,25,44150,1.2,13,17,0.0,17.6,4.0,9.0,4.0,8.0,3.0,1.0,21.0,일반식품
44656,1,698240,6,116373,2.0,4,4,0.0,25.0,1.0,,5.0,,,,6.0,캐릭터캐주얼
44661,0,1111240,10,111124,1.0,10,3,10.0,66.7,7.0,,3.0,,,3.0,7.0,엘레강스캐주얼
44663,0,510996,9,56777,1.4,3,5,11.1,60.0,,8.0,1.0,,2.0,2.0,5.0,일반식품
44664,0,7820381,155,50454,1.3,29,78,1.9,43.6,51.0,25.0,27.0,52.0,18.0,17.0,120.0,일반식품
44670,1,74000,4,18500,1.0,2,2,75.0,0.0,,3.0,,1.0,,,4.0,화장품
44673,0,4825200,118,40892,2.5,43,46,1.7,28.3,30.0,17.0,29.0,42.0,1.0,23.0,94.0,유니캐주얼
44679,0,762000,4,190500,2.5,4,2,25.0,50.0,,,4.0,,,1.0,3.0,화장품
44680,0,4441852,22,201902,1.3,16,14,0.0,42.9,8.0,2.0,10.0,2.0,,6.0,16.0,유니캐주얼
44694,1,1419050,32,44345,3.6,24,17,9.4,29.4,10.0,4.0,8.0,10.0,11.0,,21.0,섬유
44704,1,5005872,95,52693,1.9,33,31,3.2,19.4,14.0,33.0,19.0,29.0,8.0,23.0,64.0,일반식품
44708,1,2465472,25,98619,2.1,15,16,12.0,25.0,8.0,3.0,7.0,7.0,10.0,3.0,12.0,일반식품
44721,0,7003300,44,159166,1.0,32,15,2.3,6.7,3.0,9.0,7.0,25.0,12.0,2.0,30.0,영캐주얼
44722,0,11960900,53,225677,1.4,40,26,28.3,34.6,7.0,12.0,15.0,19.0,9.0,6.0,38.0,스포츠
44730,1,1745591,42,41562,2.0,18,28,11.9,25.0,4.0,12.0,14.0,12.0,10.0,2.0,30.0,일반식품
44735,1,3551989,35,101485,2.0,22,18,34.3,50.0,4.0,4.0,8.0,19.0,5.0,5.0,25.0,캐릭터캐주얼
44736,0,6397850,23,278167,4.1,14,15,4.3,53.3,12.0,,9.0,2.0,5.0,3.0,15.0,디자이너부띠끄
44743,0,464000,6,77333,1.3,3,4,0.0,50.0,,,1.0,5.0,,2.0,4.0,화장품
44744,0,2868401,80,35855,1.5,42,46,0.0,15.2,24.0,10.0,24.0,22.0,6.0,2.0,72.0,유니캐주얼
44749,0,3836933,48,79936,2.1,29,22,8.3,40.9,22.0,12.0,14.0,,8.0,17.0,23.0,스포츠
44761,0,793000,4,198250,2.5,4,2,50.0,0.0,,,4.0,,,,4.0,수입명품
44762,0,318111,22,14460,1.0,3,18,4.5,5.6,3.0,13.0,5.0,1.0,22.0,,,일반식품
44786,0,7564600,18,420256,2.4,13,8,11.1,62.5,4.0,,4.0,10.0,3.0,2.0,13.0,엘레강스캐주얼
44790,0,2197896,43,51114,2.0,20,18,7.0,50.0,6.0,9.0,7.0,21.0,4.0,5.0,34.0,일반식품
44803,0,1824200,12,152017,2.7,7,8,0.0,75.0,3.0,2.0,5.0,2.0,1.0,3.0,8.0,화장품
44806,0,1536600,25,61464,2.9,21,16,16.0,31.2,3.0,11.0,5.0,6.0,,6.0,19.0,스포츠
44820,0,1500054,35,42859,1.6,16,19,2.9,42.1,3.0,5.0,5.0,22.0,11.0,4.0,20.0,일반식품
44840,0,4269909,29,147238,1.7,14,15,3.4,66.7,2.0,12.0,8.0,7.0,3.0,3.0,23.0,디자이너부띠끄
44868,0,1197400,10,119740,2.4,10,10,20.0,10.0,1.0,5.0,3.0,1.0,2.0,3.0,5.0,섬유
44874,1,4703900,31,151739,1.0,16,15,58.1,60.0,6.0,10.0,14.0,1.0,1.0,2.0,28.0,화장품
44875,0,11250993,76,148039,2.1,49,25,15.8,28.0,9.0,10.0,5.0,52.0,,8.0,68.0,스포츠
44878,0,1575600,18,87533,1.1,16,6,27.8,50.0,10.0,3.0,3.0,2.0,1.0,3.0,14.0,화장품
44888,0,5376604,38,141490,1.8,17,17,34.2,23.5,6.0,2.0,19.0,11.0,13.0,2.0,23.0,일반식품
44901,1,418000,3,139333,1.0,3,2,0.0,0.0,2.0,,1.0,,,,3.0,장신구
44904,1,1597236,23,69445,2.1,11,12,21.7,8.3,6.0,3.0,2.0,12.0,1.0,1.0,21.0,스포츠
44919,1,14252500,64,222695,2.4,31,30,67.2,30.0,21.0,1.0,22.0,20.0,4.0,10.0,50.0,수입명품
44936,0,141000,1,141000,1.0,1,1,100.0,0.0,,,1.0,,,,1.0,화장품
44949,1,4786500,61,78467,2.2,32,26,8.2,42.3,28.0,12.0,15.0,6.0,12.0,12.0,37.0,캐릭터캐주얼
44966,0,4793000,32,149781,2.6,18,20,40.6,10.0,5.0,5.0,9.0,13.0,3.0,7.0,22.0,수입명품
44985,0,5275420,46,114683,2.3,26,26,21.7,19.2,8.0,16.0,5.0,17.0,,13.0,33.0,수입명품
44989,0,8190305,46,178050,2.6,35,17,17.4,17.6,9.0,9.0,21.0,7.0,4.0,8.0,34.0,피혁A
45002,0,2825000,21,134524,2.4,16,12,14.3,33.3,4.0,3.0,13.0,1.0,4.0,6.0,11.0,니트단품
45005,0,2363196,14,168800,2.3,8,7,28.6,57.1,4.0,1.0,6.0,3.0,1.0,4.0,9.0,일반식품
45007,0,1271870,26,48918,1.9,14,15,7.7,33.3,6.0,3.0,7.0,10.0,3.0,6.0,17.0,정장셔츠
45020,0,7576751,28,270598,1.9,18,13,28.6,46.2,8.0,6.0,1.0,13.0,2.0,6.0,20.0,화장품
45023,1,11059500,49,225704,2.5,28,17,22.4,41.2,19.0,7.0,11.0,12.0,12.0,3.0,34.0,수입명품
45024,0,836500,35,23900,2.1,14,16,22.9,37.5,3.0,,19.0,13.0,4.0,6.0,25.0,스포츠
45067,0,777330,18,43185,1.2,15,17,5.6,29.4,5.0,5.0,3.0,5.0,1.0,2.0,15.0,문화완구
45069,0,1084400,19,57074,1.6,13,14,10.5,71.4,4.0,5.0,7.0,3.0,2.0,6.0,11.0,화장품
45076,1,582400,7,83200,1.9,7,5,14.3,20.0,4.0,1.0,1.0,1.0,2.0,1.0,4.0,유니캐주얼
45124,1,4314905,60,71915,5.4,26,22,13.3,36.4,21.0,5.0,18.0,16.0,36.0,1.0,23.0,일반식품
45136,0,2749600,26,105754,1.8,21,9,3.8,66.7,6.0,1.0,9.0,10.0,4.0,8.0,14.0,유니캐주얼
45137,0,1877100,16,117319,2.9,11,10,12.5,30.0,1.0,3.0,5.0,7.0,,1.0,15.0,트래디셔널캐주얼
45140,0,32748679,145,225853,2.4,63,69,9.0,24.6,40.0,35.0,38.0,32.0,19.0,4.0,122.0,디자이너부띠끄
45141,0,655200,9,72800,2.1,7,5,11.1,40.0,2.0,6.0,,1.0,,3.0,6.0,캐릭터캐주얼
45207,1,11250185,114,98686,1.9,51,44,2.6,45.5,28.0,16.0,42.0,28.0,16.0,30.0,68.0,일반식품
45217,1,3775191,104,36300,1.2,27,67,1.9,22.4,22.0,27.0,30.0,25.0,9.0,17.0,78.0,일반식품
45218,0,3547879,93,38149,1.3,25,63,4.3,22.2,21.0,12.0,27.0,33.0,14.0,7.0,72.0,일반식품
45237,1,3145800,26,120992,1.0,19,16,30.8,12.5,1.0,2.0,11.0,12.0,6.0,1.0,19.0,유니캐주얼
45264,1,1268038,13,97541,1.8,7,8,0.0,25.0,4.0,2.0,1.0,6.0,5.0,,8.0,일반식품
45292,0,1561800,8,195225,2.8,7,4,25.0,75.0,3.0,4.0,,1.0,,4.0,4.0,캐릭터캐주얼
45301,1,244500,3,81500,2.3,2,3,66.7,33.3,,,1.0,2.0,1.0,,2.0,화장품
45317,0,407000,12,33917,1.8,6,7,8.3,28.6,2.0,2.0,5.0,3.0,5.0,5.0,2.0,니트단품
45327,0,12945766,48,269703,2.8,33,19,6.2,42.1,4.0,12.0,22.0,10.0,19.0,5.0,24.0,스포츠
45348,1,5005026,69,72537,2.2,28,32,13.0,3.1,17.0,14.0,9.0,29.0,44.0,1.0,24.0,일반식품
45360,0,2867948,30,95598,1.9,17,20,6.7,35.0,1.0,16.0,9.0,4.0,2.0,4.0,24.0,일반식품
45384,1,1131636,3,377212,4.7,3,2,0.0,0.0,,,1.0,2.0,,3.0,,일반식품
45388,1,3168089,33,96003,2.5,20,19,9.1,21.1,11.0,7.0,10.0,5.0,4.0,9.0,20.0,엘레강스캐주얼
45400,1,2484517,18,138029,2.2,12,12,16.7,75.0,2.0,3.0,12.0,1.0,13.0,1.0,4.0,유니캐주얼
45401,1,1098000,11,99818,1.0,10,11,36.4,27.3,2.0,5.0,1.0,3.0,3.0,1.0,7.0,화장품
45409,1,5342442,36,148401,1.0,23,25,27.8,44.0,7.0,19.0,7.0,3.0,3.0,10.0,23.0,화장품
45411,0,3021330,32,94417,1.6,9,24,18.8,58.3,4.0,8.0,13.0,7.0,3.0,2.0,27.0,일반식품
45424,0,4187500,16,261719,1.1,16,4,25.0,50.0,6.0,3.0,6.0,1.0,,,16.0,유아동복
45438,0,807900,17,47524,2.4,13,14,0.0,42.9,6.0,2.0,4.0,5.0,,4.0,13.0,영캐주얼
45465,1,4293400,31,138497,1.3,20,13,22.6,84.6,14.0,8.0,4.0,5.0,7.0,5.0,19.0,트래디셔널캐주얼
45472,1,1779000,31,57387,2.2,17,15,16.1,60.0,6.0,11.0,6.0,8.0,2.0,2.0,27.0,정장셔츠
45480,1,464200,3,154733,1.7,3,3,33.3,66.7,,1.0,2.0,,2.0,,1.0,유니캐주얼
45484,0,4339943,23,188693,3.0,18,7,26.1,14.3,1.0,9.0,13.0,,5.0,6.0,12.0,화장품
45502,1,5500626,54,101863,2.4,19,31,1.9,35.5,17.0,12.0,13.0,12.0,4.0,5.0,45.0,일반식품
45508,0,313000,2,156500,2.0,2,2,50.0,0.0,,,,2.0,,,2.0,가전
45512,0,4839422,36,134428,1.8,22,14,33.3,21.4,3.0,4.0,9.0,20.0,2.0,2.0,32.0,일반식품
45513,1,1640997,25,65640,1.9,12,9,12.0,11.1,9.0,4.0,,12.0,5.0,6.0,14.0,일반식품
45570,1,3415659,62,55091,1.3,12,45,6.5,40.0,10.0,20.0,13.0,19.0,23.0,9.0,30.0,일반식품
45586,0,4941302,29,170390,1.1,21,21,10.3,23.8,8.0,3.0,6.0,12.0,9.0,3.0,17.0,유아동복
45600,1,17857968,59,302677,2.4,35,20,10.2,40.0,29.0,17.0,7.0,6.0,5.0,13.0,41.0,영캐주얼
45607,1,7479500,29,257914,2.2,11,8,3.4,37.5,9.0,,19.0,1.0,5.0,1.0,23.0,스포츠
45610,0,8689812,87,99883,2.1,19,32,3.4,28.1,8.0,34.0,22.0,23.0,7.0,20.0,60.0,일반식품
45642,0,634000,7,90571,2.1,7,5,0.0,20.0,4.0,1.0,2.0,,,1.0,6.0,화장품
45648,0,5418840,61,88833,2.7,38,28,3.3,53.6,11.0,8.0,31.0,11.0,,27.0,34.0,일반식품
45675,0,7641312,49,155945,1.9,28,15,28.6,40.0,,11.0,35.0,3.0,,17.0,32.0,수입명품
45678,1,764700,12,63725,2.7,7,7,33.3,0.0,4.0,1.0,3.0,4.0,9.0,,3.0,화장품
45687,1,2721031,57,47737,2.0,23,27,7.0,40.7,19.0,13.0,9.0,16.0,5.0,16.0,36.0,일반식품
45692,1,2818500,31,90919,2.5,16,9,25.8,22.2,2.0,,11.0,18.0,2.0,6.0,23.0,장신구
45698,1,23122343,133,173852,1.1,50,58,14.3,69.0,36.0,32.0,29.0,36.0,11.0,26.0,96.0,일반식품
45699,1,12283609,267,46006,1.2,56,121,7.1,22.3,85.0,66.0,48.0,68.0,36.0,12.0,219.0,일반식품
45712,1,1675800,21,79800,2.0,10,13,9.5,30.8,6.0,7.0,4.0,4.0,2.0,3.0,16.0,유니캐주얼
45718,1,3422974,51,67117,1.6,23,20,5.9,25.0,10.0,6.0,12.0,23.0,7.0,10.0,34.0,일반식품
45735,1,977214,34,28742,1.6,10,18,20.6,61.1,10.0,9.0,4.0,11.0,2.0,11.0,21.0,일반식품
45738,1,8089450,33,245135,2.2,28,15,6.1,26.7,5.0,5.0,15.0,8.0,8.0,6.0,19.0,트래디셔널캐주얼
45752,0,6280694,29,216576,1.0,14,15,34.5,86.7,3.0,4.0,13.0,9.0,19.0,6.0,4.0,장신구
45754,1,5519897,83,66505,1.7,39,37,10.8,37.8,19.0,22.0,22.0,20.0,20.0,25.0,38.0,일반식품
45758,0,20340855,70,290584,2.5,26,30,44.3,36.7,16.0,27.0,13.0,14.0,21.0,,49.0,화장품
45760,1,25490358,79,322663,3.0,40,30,17.7,70.0,16.0,21.0,17.0,25.0,18.0,8.0,53.0,스포츠
45761,0,1760200,11,160018,2.6,5,5,54.5,20.0,2.0,1.0,5.0,3.0,3.0,,8.0,화장품
45763,0,7977800,40,199445,4.2,30,25,5.0,16.0,16.0,6.0,6.0,12.0,3.0,4.0,33.0,피혁A
